ID,SMILES,Standard Relation,IC50,pIC50,bioactivity
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,'=',10769,4.97,inactive
CHEMBL1228,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,,43545,,inactive
CHEMBL126602,O=C1Nc2ccccc2/C1=C\C(=O)c1ccccc1,,49743,,inactive
CHEMBL1299716,Cc1n[nH]c(C)c1CCCCOc1ccc([N+](=O)[O-])cc1,'=',5256,5.28,active
CHEMBL1300370,O=C1Nc2ccc(Br)cc2C12NNc1ccccc1O2,'=',11798,4.93,inactive
CHEMBL1301371,Cc1cccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)c1,'=',5510,5.26,active
CHEMBL1301723,N#CC(C#N)=C1C=CC=CN1/C(=C\c1ccco1)C(=O)c1ccccc1,'=',15868,4.8,inactive
CHEMBL1301731,Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,'=',4768,5.32,active
CHEMBL1303426,Cc1c(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])c(=O)n(-c2ccccc2)n1C,'=',6002,5.22,active
CHEMBL1303641,COCCCNc1c(O)nc2cccc3c2c1-c1ccccc1C3=O,'=',1840,5.74,active
CHEMBL1303810,O=C(OCn1ncc(Br)c(Br)c1=O)c1ccccc1Cl,'>',49761,,inactive
CHEMBL1303914,COc1ccc(C2=CC(=O)N(Nc3ccccc3)C2=O)cc1,,49781,,inactive
CHEMBL1304024,O=Cc1ccc2cccc3c2c1N=C(C(F)(F)F)N3,'=',8759,5.06,active
CHEMBL1305960,O=C(CN(c1cccc(C(F)(F)F)c1)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)NCc1ccc(F)cc1,,49766,,inactive
CHEMBL1306565,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1.[Na+],'>',59640,,inactive
CHEMBL1306900,COc1cccc2sc(N(CCCN(C)C)C(=O)CCS(=O)(=O)c3ccccc3)nc12,,17165,,inactive
CHEMBL1307050,CCc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1,'=',12102,4.92,inactive
CHEMBL1307636,O=S(=O)(c1cnc(Cl)c(Br)c1)N1CCc2ccccc21,,49751,,inactive
CHEMBL1308255,O=C(/C=C/c1cn(CC(O)CN2CCCCCC2)c2ccccc12)c1cccs1,'=',8346,5.08,active
CHEMBL1308404,O=[N+]([O-])c1c(Nc2ccc(O)cc2)cc(Cl)c2nonc12,'=',6375,5.2,active
CHEMBL1308497,O=C(Nc1ccc2nc3n(c(=O)c2c1)CCCCC3)c1c(F)ccc([N+](=O)[O-])c1F,,49745,,inactive
CHEMBL1309228,CS(=O)(=O)c1ccc(C(=O)OCc2nnc(-c3ccccc3)o2)cc1[N+](=O)[O-],,49751,,inactive
CHEMBL1310325,CCN(CC)CCOC(=O)c1ccc(N/C=C(/C#N)c2nc(-c3cc4ccccc4oc3=O)cs2)cc1,'>',59640,,inactive
CHEMBL131037,COc1ccc(OC)c2c1C(=O)C(Cl)=C(Cl)C2=O,'=',6759,5.17,active
CHEMBL1310644,Cc1cc(N2CCOCC2)ccc1/C=C\[N+](=O)[O-],,49708,,inactive
CHEMBL1311185,O=C(Nc1ccccc1)C1=C(c2ccccc2)S(=O)(=O)CCS1(=O)=O,,49744,,inactive
CHEMBL1314447,Cc1c(C)c2c(OCC(=O)N3CCC[C@H]3C(=O)O)cc3c(c2oc1=O)CCC(C)(C)O3,'=',525,6.28,active
CHEMBL1314602,COc1ccc(-n2sc3ccc(F)cc3c2=O)cc1,,19902,,inactive
CHEMBL1315870,CCCCc1cc(=O)oc2c3c(cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12)OC(C)(C)CC3,'=',8931,5.05,active
CHEMBL1315948,CCc1ccc(Nc2n[n+](-c3ccccc3)c(-c3c(Cl)cccc3Cl)s2)cc1.[Cl-],'=',3124,5.5,active
CHEMBL1315955,COC(=O)c1sccc1NC(=O)c1ccc(C#N)cc1,'>',59640,,inactive
CHEMBL1316002,Cn1c2ccccc2c(=O)c2ccc(C#Cc3ccc(N)cc3)cc21,'=',5265,5.28,active
CHEMBL131770,O=C(/C=C(O)/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1,'=',5133,5.29,active
CHEMBL1317758,COc1ccc(OC)c2sc(N(CCCN(C)C)C(=O)CCS(=O)(=O)c3ccccc3)nc12.Cl,,32077,,inactive
CHEMBL1319018,CN1CCN(c2ccc(S(=O)(=O)N3CCCCC3)cc2NC(=O)/C=C/c2ccc(Cl)c([N+](=O)[O-])c2)CC1,,49756,,inactive
CHEMBL1319026,COc1ccc(C(=O)c2sc3nc(C)cc(-c4cccs4)c3c2N)cc1OC,'=',8846,5.05,active
CHEMBL1319461,CCCN1C(=O)/C(=C/c2ccc(N3CCCC3)c(C)c2)NC1=S,'=',6655,5.18,active
CHEMBL1319618,O=c1c(Cl)c(Cl)cnn1Cc1nnc(-c2ccccc2Br)o1,,49756,,inactive
CHEMBL1319867,O=[N+]([O-])c1c(Nc2ccccc2O)cc(Cl)c2nonc12,'=',18414,4.74,inactive
CHEMBL1320566,Cc1ccc2[nH]cc(/C=C/c3cc[n+](C)cc3)c2c1.[I-],'=',25802,4.59,inactive
CHEMBL1322893,COc1ccccc1-c1csc(-n2ncc(C#N)c2N)n1,'>',59640,,inactive
CHEMBL1323536,O=C(NCc1cccnc1)/C(=C\c1ccc(-c2ccc(Br)cc2)o1)S(=O)(=O)c1ccccc1,,49751,,inactive
CHEMBL1324305,Cc1c(Cl)c(-c2nnc(S)n2-c2ccc(F)cc2)nn1C,'=',6248,5.2,active
CHEMBL1326008,Cc1c(C)c2c(OCC(=O)N[C@@H](C)C(=O)O)cc3c(c2oc1=O)CCC(C)(C)O3,'=',1538,5.81,active
CHEMBL1327783,O=C(c1nnsc1[S+]([O-])c1ccc(Cl)cc1)N1CCOCC1,'=',30840,4.51,inactive
CHEMBL1328086,O=C(O)C1Sc2nc(O)sc2C2c3cc(Cl)ccc3OC(=O)C12,'>',59640,,inactive
CHEMBL1328892,O=C(O)c1[nH]c2ccc(Cl)cc2c1CCN1C(=O)c2ccccc2C1=O,'=',373.61,6.43,active
CHEMBL1331195,CN(C)/C=C1\C=C2C(=O)c3ccccc3N2C1=O,'=',894.28,6.05,active
CHEMBL1331822,O=C(c1ccccc1)c1cc(Cl)ccc1N1C(=O)C=CC1=O,'=',14720,4.83,inactive
CHEMBL1332454,CN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)c2nc(S(C)(=O)=O)ncc2Cl)cc1,'=',5743,5.24,active
CHEMBL1332522,CCCCN(C)C1=CC2=CC(=C(C#N)C#N)CCC2CC1,'=',4065,5.39,active
CHEMBL1333292,COc1ccc(-c2occ(C(=O)O)c2C(=O)O)cc1,'=',35802,4.45,inactive
CHEMBL1333510,O=C(Nc1ccccc1)c1nnsc1S(=O)(=O)c1ccc(Cl)cc1,,18824,,inactive
CHEMBL1334550,Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)NCc3ccccc3)n2)c1,,12265,,inactive
CHEMBL1337235,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(N3CCOCC3)cc2)n1,'=',10235,4.99,inactive
CHEMBL1338304,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)n1,'=',8613,5.07,active
CHEMBL1338958,CC[C@@H](C)[C@H](NC(=O)OC(C)(C)C)c1nnc(S(=O)(=O)Cc2cc(C)ccc2C)o1,,15204,,inactive
CHEMBL1340014,O=c1c2ccccc2cnn1Cc1nnc(S)n1C1CC2CCC1C2,'=',9662,5.01,active
CHEMBL1340895,COc1cc2c3nnc(-c4ccc(F)cc4)c-3cn(Cc3cccc(C)c3)c2cc1OC,'=',3924,5.41,active
CHEMBL1342053,CCn1c(=O)c([N+](=O)[O-])c(Cl)c2ccccc21,'=',28626,4.54,inactive
CHEMBL1342574,Cc1ccc(NN2C(=O)C=C(c3ccccc3)C2=O)cc1,,28689,,inactive
CHEMBL1343392,Cc1ccc(C(=O)OCn2ncc(Cl)c(Cl)c2=O)cc1,'=',48731,4.31,inactive
CHEMBL1343705,O=S(=O)(Nc1cccc2ncccc12)c1cccs1,'>',49744,,inactive
CHEMBL1345017,O=c1ccc2cc3c4c(c2o1)CCCN4CCC3,'=',7117,5.15,active
CHEMBL1345175,CC1CCCCC1n1c(S)nnc1-c1cccnc1,'=',4046,5.39,active
CHEMBL1345758,COc1ccccc1-c1nnc(S)n1Cc1ccco1,'=',6527,5.18,active
CHEMBL1346167,O=C(CSc1nnc(NC(=O)c2cccc(F)c2)s1)NCc1ccco1,'=',4552,5.34,active
CHEMBL1346587,COc1ccc(-c2cc(N)n(S(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)n2)cc1OC,,34276,,inactive
CHEMBL1348057,O=C(NCc1cccnc1)/C(=C/c1ccc(-c2ccc(Cl)cc2)o1)S(=O)(=O)c1ccccc1,,49744,,inactive
CHEMBL1348676,Cc1nn(CCc2nnc(S)n2-c2cccc(Cl)c2)c(C)c1[N+](=O)[O-],'=',4310,5.37,active
CHEMBL1350432,S=c1sc2c(Cl)ncnc2n1-c1ccccc1,'>',49712,,inactive
CHEMBL1351081,Cc1ccc(NC(=O)c2cc(N3C(=O)C=CC3=O)ccc2N2CCOCC2)cc1Cl,'=',9482,5.02,active
CHEMBL1352171,Cc1ccc(-n2nc3c(N4CCC(C(=O)NCc5ccccc5C)CC4)nnc(C)c3c2C)cc1,,16168,,inactive
CHEMBL1352586,CCCC(=O)OCCNc1cc(Sc2nc3ccccc3[nH]2)c2nonc2c1[N+](=O)[O-],'=',10949,4.96,inactive
CHEMBL1353015,O=C(Cn1ncc(Cl)c(Cl)c1=O)NCC1CCCCC1,,49756,,inactive
CHEMBL1353194,COc1ccc(-c2cc(C(F)(F)F)nc(S(C)(=O)=O)n2)cc1,,49761,,inactive
CHEMBL1358969,O=C(CSc1nnc(NC(=O)C2CC2)s1)NCc1ccccc1Cl,'=',4623,5.33,active
